customerID,gender,SeniorCitizen,Partner,PhoneService,InternetService,Contract,MonthlyCharges,tenure,Churn
2135-RXIHG,Male,0,No,Yes,DSL,Month-to-month,45.65,1,Yes
2137-DQMEV,Male,0,Yes,No,DSL,One year,44.8,68,No
2138-VFAPZ,Female,0,Yes,Yes,No,Two year,19.7,14,No
2139-FQHLM,Male,0,No,Yes,Fiber optic,Month-to-month,89.95,19,No
2141-RRYGO,Female,0,No,Yes,DSL,Month-to-month,68.65,4,Yes
2143-LJULT,Female,0,Yes,Yes,No,Two year,25.25,67,No
2144-BFDSO,Female,1,Yes,Yes,Fiber optic,Month-to-month,108.75,50,No
2144-ESWKO,Male,0,No,No,DSL,One year,35.2,43,No
2146-EGVDT,Male,0,Yes,Yes,No,Two year,19.3,59,No
2150-OEGBV,Male,0,No,Yes,No,One year,20.1,27,No
2150-UWTFY,Female,0,Yes,Yes,DSL,Month-to-month,61.15,22,Yes
2150-WLKUW,Female,0,Yes,Yes,DSL,One year,63.9,40,No
2153-MREFK,Female,0,Yes,Yes,Fiber optic,One year,99.2,37,Yes
2154-KVJFF,Female,0,No,Yes,Fiber optic,Month-to-month,79.75,15,Yes
2155-AMQRX,Female,0,No,Yes,DSL,Month-to-month,54.9,28,No
2157-MXBJS,Male,0,Yes,Yes,DSL,One year,75.3,13,Yes
2159-TURXX,Male,0,No,Yes,No,Month-to-month,20.05,5,No
2160-GPFXD,Male,0,Yes,Yes,DSL,Two year,65.65,54,No
2162-FRZAA,Male,0,Yes,No,DSL,Two year,39.35,63,No
2164-SOQXL,Female,0,Yes,Yes,No,Month-to-month,20.05,20,No
2165-VOEGB,Female,0,No,Yes,Fiber optic,One year,105.2,46,Yes
2167-FQSTQ,Female,0,Yes,Yes,DSL,Two year,92.4,72,No
2169-RRLFW,Female,0,Yes,Yes,No,Two year,25.6,71,No
2171-UDMFD,Male,0,Yes,Yes,No,Month-to-month,19.45,32,No
2172-EJXVF,Female,1,No,Yes,Fiber optic,One year,105.9,71,No
2176-LVPNX,Female,1,No,Yes,DSL,Two year,89.85,71,No
2176-OSJUV,Male,0,Yes,Yes,DSL,Two year,65.15,71,No
2178-PMGCJ,Male,0,No,Yes,Fiber optic,Month-to-month,69.7,22,No
2180-DXNEG,Female,0,No,Yes,Fiber optic,Month-to-month,96.0,12,Yes
2181-TIDSV,Male,0,Yes,Yes,No,Two year,19.95,68,No
2181-UAESM,Male,0,No,Yes,DSL,Month-to-month,53.45,2,No
2186-QZEYA,Female,1,No,Yes,DSL,Month-to-month,58.55,29,No
2187-LZGPL,Female,0,No,No,DSL,Month-to-month,40.1,7,Yes
2187-PKZAY,Male,0,No,Yes,Fiber optic,Month-to-month,79.95,12,No
2188-SXWVT,Female,0,No,Yes,DSL,One year,55.0,34,No
2189-UXTKY,Female,0,Yes,Yes,DSL,Month-to-month,79.2,22,Yes
2189-WWOEW,Female,0,No,Yes,Fiber optic,Month-to-month,85.9,15,Yes
2190-BCXEC,Female,0,Yes,Yes,Fiber optic,Month-to-month,78.85,40,No
2190-PHBHR,Female,0,Yes,Yes,Fiber optic,Two year,94.45,72,No
2192-CKRLV,Female,0,Yes,No,DSL,Two year,49.2,72,No
2192-OZITF,Female,0,No,Yes,DSL,Two year,73.55,45,No
2193-SFWQW,Male,0,Yes,Yes,Fiber optic,Two year,111.95,72,No
2194-IIQOF,Female,0,Yes,Yes,DSL,Two year,89.3,71,No
2195-VVRJF,Male,1,Yes,Yes,DSL,Month-to-month,59.1,18,No
2195-ZRVAX,Female,0,Yes,Yes,Fiber optic,Month-to-month,85.3,47,Yes
2197-OMWGI,Female,1,Yes,No,DSL,Two year,53.0,68,No
2200-DSAAL,Female,0,No,Yes,DSL,Two year,80.65,68,No
2202-CUYXZ,Male,0,No,Yes,Fiber optic,Month-to-month,84.85,1,Yes
2202-OUTMO,Female,0,Yes,Yes,DSL,Month-to-month,60.85,34,No
2203-GHNWN,Female,0,Yes,Yes,Fiber optic,Month-to-month,79.65,24,No
2205-LPVGL,Male,1,Yes,Yes,Fiber optic,One year,89.85,58,No
2205-YMZZJ,Male,1,No,Yes,Fiber optic,Month-to-month,84.8,7,Yes
2207-NHRJK,Male,0,No,Yes,DSL,Month-to-month,50.8,1,Yes
2207-OBZNX,Male,0,No,Yes,DSL,Month-to-month,51.0,7,Yes
2207-QPJED,Female,1,Yes,Yes,Fiber optic,Month-to-month,90.0,37,No
2207-RYYRL,Male,0,Yes,Yes,No,Two year,24.55,52,No
2208-MPXIO,Female,0,Yes,Yes,No,Two year,20.0,45,No
2208-NKVVH,Male,0,Yes,Yes,No,Two year,24.25,43,No
2208-NQBCT,Female,0,Yes,Yes,Fiber optic,Month-to-month,81.95,26,No
2208-UGTGR,Male,0,No,Yes,Fiber optic,Month-to-month,98.6,56,No
2209-XADXF,Female,0,No,No,DSL,Month-to-month,25.25,1,No
2211-RMNHO,Female,0,Yes,Yes,DSL,Two year,85.3,68,No
2212-LYASK,Male,0,Yes,No,DSL,One year,45.85,27,No
2215-ZAFGX,Male,0,No,Yes,Fiber optic,Month-to-month,85.5,9,No
2219-MVUSO,Male,0,No,Yes,DSL,Month-to-month,45.15,8,Yes
2220-IAHLS,Female,0,No,Yes,No,Month-to-month,19.4,1,No
2223-GDSHL,Male,0,Yes,Yes,Fiber optic,Two year,116.05,71,No
2223-KAGMX,Female,0,No,Yes,No,Month-to-month,19.4,15,Yes
2225-ZRGSG,Female,0,Yes,Yes,Fiber optic,Two year,93.9,70,Yes
2226-ICFDO,Female,0,Yes,Yes,DSL,Two year,85.9,72,No
2227-JRSJX,Female,0,No,Yes,Fiber optic,Month-to-month,99.15,21,No
2228-BZDEE,Female,0,No,Yes,No,Two year,20.1,54,No
2229-DPMBI,Female,0,Yes,Yes,No,Two year,19.5,8,No
2229-VWQJH,Female,0,No,Yes,DSL,Month-to-month,49.3,24,No
2230-XTUWL,Female,0,Yes,Yes,No,Two year,19.55,48,No
2232-DMLXU,Female,0,Yes,Yes,DSL,Month-to-month,55.2,1,Yes
2233-FAGXV,Female,0,Yes,Yes,No,Month-to-month,24.3,5,No
2233-TXSIU,Male,0,Yes,No,DSL,One year,44.45,17,No
2234-EOFPT,Male,0,Yes,Yes,DSL,Two year,79.35,72,No
2234-XADUH,Female,0,Yes,Yes,Fiber optic,One year,103.2,72,No
2235-DWLJU,Female,1,No,No,DSL,Month-to-month,44.4,6,No
2235-EZAIK,Female,0,Yes,Yes,DSL,Two year,79.2,72,No
2235-ZGKPT,Female,0,Yes,Yes,DSL,Month-to-month,50.85,4,Yes
2236-HILPA,Male,0,Yes,Yes,No,Two year,20.65,62,No
2237-ZFSMY,Female,0,No,Yes,Fiber optic,One year,95.55,39,Yes
2239-CFOUJ,Male,0,Yes,Yes,No,One year,20.4,1,No
2239-CGBUZ,Female,0,Yes,Yes,DSL,One year,60.5,51,No
2239-JALAW,Male,0,No,Yes,Fiber optic,One year,103.25,58,Yes
2240-HSJQD,Male,0,No,Yes,Fiber optic,Month-to-month,81.85,38,No
2242-MFOTG,Male,0,No,Yes,Fiber optic,One year,80.1,33,No
2243-FNMMI,Male,0,No,Yes,No,Month-to-month,19.4,20,No
2245-ADZFJ,Female,0,Yes,Yes,DSL,Two year,80.55,31,No
2249-YPRNG,Female,0,Yes,Yes,Fiber optic,Month-to-month,105.85,20,Yes
2250-IVBWA,Male,0,Yes,Yes,Fiber optic,Month-to-month,81.05,64,No
2251-PYLPB,Male,0,Yes,Yes,DSL,Two year,79.55,72,No
2252-ISRNH,Male,0,Yes,Yes,Fiber optic,One year,90.35,9,No
2252-JHJGE,Male,0,No,Yes,Fiber optic,One year,104.0,61,No
2252-NKNSI,Male,0,No,Yes,DSL,Two year,85.15,52,No
2253-KPMNB,Female,0,Yes,No,DSL,Two year,46.25,69,No
2254-DLXRI,Female,0,No,Yes,Fiber optic,Month-to-month,79.15,1,No
2256-YLYLP,Male,0,Yes,Yes,DSL,Two year,72.95,68,No
2257-BOVXD,Male,0,Yes,Yes,DSL,Month-to-month,66.6,14,No
2259-OUUSZ,Male,0,No,No,DSL,One year,35.5,7,No
2260-USTRB,Female,1,No,Yes,Fiber optic,Month-to-month,70.2,2,Yes
2262-SLNVK,Female,0,No,Yes,Fiber optic,Month-to-month,70.1,1,No
2263-SFSQZ,Male,0,Yes,Yes,No,Two year,24.95,51,No
2265-CYWIV,Female,1,Yes,Yes,Fiber optic,Month-to-month,99.6,4,Yes
2266-FUBDZ,Male,0,Yes,Yes,No,Two year,19.35,15,No
2266-SJNAT,Female,0,Yes,Yes,Fiber optic,One year,109.15,72,No
2267-FPIMA,Male,0,Yes,Yes,Fiber optic,Month-to-month,94.4,50,No
2267-WTPYD,Female,1,Yes,Yes,Fiber optic,Month-to-month,94.0,57,No
2270-CHBFN,Female,0,Yes,Yes,Fiber optic,Month-to-month,95.1,44,No
2272-JKMSI,Female,0,Yes,Yes,Fiber optic,One year,110.8,62,No
2272-QAGFO,Female,1,No,Yes,Fiber optic,Month-to-month,74.3,14,Yes
2272-UOINI,Female,0,No,Yes,DSL,Month-to-month,78.5,7,No
2272-WUSPA,Female,0,Yes,Yes,Fiber optic,Two year,110.75,72,No
2273-QCKXA,Male,0,No,Yes,DSL,Month-to-month,49.05,1,No
2274-XUATA,Male,1,Yes,No,DSL,Two year,63.1,72,No
2275-RBYQS,Female,0,No,Yes,DSL,Month-to-month,45.4,1,No
2276-YDAVZ,Female,0,No,Yes,Fiber optic,Month-to-month,75.1,3,Yes
2277-AXSDC,Female,0,No,Yes,No,One year,19.75,32,No
2277-BKJKN,Female,1,Yes,Yes,Fiber optic,Two year,99.2,71,No
2277-DJJDL,Male,1,Yes,Yes,Fiber optic,Month-to-month,99.0,60,No
2277-VWCNI,Female,1,No,Yes,DSL,Month-to-month,48.75,4,No
2279-AXJJK,Male,0,Yes,Yes,Fiber optic,Month-to-month,95.65,52,No
2282-YGNOR,Female,0,No,Yes,DSL,One year,58.0,29,No
2284-VFLKH,Male,0,Yes,Yes,Fiber optic,One year,99.25,49,No
2292-XQWSV,Male,0,Yes,No,DSL,One year,60.3,40,No
2293-IJWPS,Female,0,Yes,Yes,Fiber optic,One year,100.75,57,No
2294-DMMUS,Female,0,Yes,Yes,DSL,Month-to-month,70.45,62,No
2294-SALNE,Male,0,Yes,Yes,Fiber optic,One year,86.8,23,No
2296-DKZFP,Female,0,Yes,Yes,DSL,Two year,71.0,65,No
2300-RQGOI,Female,0,No,Yes,No,Two year,20.05,38,No
2302-ANTDP,Female,1,Yes,Yes,Fiber optic,Month-to-month,117.45,48,Yes
2302-OUZXB,Male,0,Yes,Yes,DSL,Two year,82.15,72,No
2303-PJYHN,Female,0,Yes,Yes,No,Month-to-month,19.85,2,No
2305-MRGLV,Male,0,Yes,Yes,Fiber optic,Month-to-month,76.55,28,No
2307-FYNNL,Male,1,No,Yes,Fiber optic,Two year,109.05,65,No
2308-STERM,Female,0,No,Yes,No,Month-to-month,19.4,2,No
2309-OSFEU,Male,0,No,No,DSL,Month-to-month,33.9,10,Yes
2311-QYMUQ,Female,0,Yes,Yes,Fiber optic,Month-to-month,89.45,16,Yes
2314-TNDJQ,Female,0,Yes,No,DSL,Two year,55.65,72,No
2316-ESMLS,Female,0,Yes,No,DSL,One year,33.15,12,No
2320-JRSDE,Female,0,Yes,Yes,No,Month-to-month,19.9,1,Yes
2320-SLKMB,Female,0,No,No,DSL,Month-to-month,44.45,26,No
2320-TZRRH,Female,0,No,Yes,No,One year,19.5,20,No
2320-YKQBO,Female,0,No,Yes,No,Month-to-month,19.3,7,No
2321-OMBXY,Female,0,Yes,Yes,DSL,One year,80.3,38,Yes
2322-VCZHZ,Male,1,Yes,Yes,Fiber optic,Month-to-month,90.0,23,No
2323-ARSVR,Male,0,Yes,Yes,Fiber optic,Two year,111.05,67,No
2324-AALNO,Female,0,No,Yes,No,One year,24.55,48,No
2324-EFHVG,Male,0,No,Yes,Fiber optic,Two year,104.4,64,No
2325-NBPZG,Female,0,No,Yes,Fiber optic,Month-to-month,74.55,3,No
2325-WINES,Female,0,No,Yes,Fiber optic,One year,104.05,32,No
2325-ZUSFD,Female,0,Yes,Yes,DSL,One year,70.1,57,Yes
2330-PQGDQ,Male,0,Yes,Yes,Fiber optic,One year,84.2,51,No
2332-EFBJY,Male,0,No,Yes,No,Month-to-month,19.7,16,Yes
2332-TODQS,Female,0,No,Yes,No,One year,25.05,48,No
2333-KWEWW,Male,0,No,Yes,No,Two year,20.05,18,No
2335-GSODA,Male,0,No,No,DSL,Two year,40.1,23,No
2338-BQEZT,Female,0,No,Yes,DSL,Month-to-month,50.55,55,No
2342-CKIAO,Female,0,No,Yes,No,Month-to-month,20.3,2,No
2344-JMOGN,Male,0,Yes,Yes,Fiber optic,Month-to-month,94.85,9,Yes
2346-CZYIL,Male,0,No,Yes,No,Two year,20.35,27,No
2346-DJQTB,Female,0,No,No,DSL,Month-to-month,24.15,35,No
2346-LOCWC,Female,0,Yes,Yes,No,Two year,20.5,58,No
2347-WKKAE,Male,0,Yes,Yes,Fiber optic,Month-to-month,94.4,42,No
2348-KCJLT,Female,0,Yes,Yes,DSL,One year,61.5,44,No
2351-BKRZW,Female,0,Yes,Yes,DSL,Two year,75.2,43,No
2351-RRBUE,Female,0,Yes,Yes,No,One year,20.65,7,No
2357-COQEK,Female,1,No,Yes,Fiber optic,Month-to-month,103.3,28,Yes
2359-KLTEK,Female,0,Yes,Yes,Fiber optic,Month-to-month,94.9,41,No
2359-KMGLI,Male,0,No,Yes,Fiber optic,Month-to-month,80.25,24,Yes
2359-QWQUL,Female,0,Yes,Yes,Fiber optic,One year,104.7,39,Yes
2360-RDGRO,Male,0,Yes,Yes,Fiber optic,Month-to-month,104.25,65,No
2361-FJWNO,Male,0,No,No,DSL,One year,36.0,40,No
2361-UPSND,Female,0,Yes,Yes,DSL,One year,70.6,46,No
2362-IBOOY,Male,0,No,Yes,Fiber optic,Month-to-month,84.75,36,Yes
2363-BJLSL,Male,0,No,Yes,DSL,Month-to-month,80.4,62,No
2364-UFROM,Male,0,No,Yes,DSL,One year,70.4,30,No
2368-GAKKQ,Female,0,No,Yes,Fiber optic,Two year,113.65,70,No
2369-FEVNO,Male,0,No,Yes,No,Month-to-month,19.9,1,No
2369-UAPKZ,Male,0,No,Yes,Fiber optic,Month-to-month,104.1,5,Yes
2371-JQHZZ,Male,0,Yes,Yes,Fiber optic,Month-to-month,93.0,24,No
2371-JUNGC,Male,0,No,Yes,No,Month-to-month,20.25,11,No
2371-KFUOG,Male,0,No,Yes,Fiber optic,One year,99.15,58,No
2372-HWUHI,Male,0,No,Yes,DSL,Month-to-month,44.35,2,Yes
2373-NTKOD,Male,0,No,Yes,DSL,Month-to-month,66.25,8,No
2378-HTWFW,Male,1,No,Yes,Fiber optic,Month-to-month,91.0,35,No
2378-VTKDH,Male,1,Yes,Yes,Fiber optic,Month-to-month,104.35,65,No
2378-YIZKA,Female,0,Yes,Yes,DSL,Two year,85.0,68,No
2379-ENZGV,Male,0,No,Yes,Fiber optic,Month-to-month,84.85,6,Yes
2379-GYFLQ,Male,0,No,Yes,Fiber optic,One year,94.9,46,No
2380-DAMQP,Female,0,Yes,Yes,Fiber optic,Two year,115.15,72,No
2382-BCKQJ,Female,0,No,Yes,Fiber optic,One year,100.15,62,Yes
2384-OVPSA,Female,1,No,Yes,No,Two year,20.2,38,No
2386-LAHRK,Male,0,No,Yes,DSL,Month-to-month,53.5,1,Yes
2386-OWURY,Female,0,No,Yes,Fiber optic,Month-to-month,95.3,58,No
2387-KDZQY,Male,0,No,Yes,No,One year,20.1,17,No
2388-LAESQ,Female,1,Yes,Yes,Fiber optic,Two year,114.85,72,No
2391-IPLOP,Male,0,Yes,Yes,DSL,One year,69.65,50,No
2391-SOORI,Male,0,No,Yes,DSL,Month-to-month,49.35,4,Yes
2393-DIVAI,Female,0,No,Yes,No,Month-to-month,20.0,3,No
2397-BRLOM,Male,1,Yes,Yes,Fiber optic,Month-to-month,80.45,8,Yes
2398-YPMUR,Female,1,Yes,Yes,Fiber optic,Month-to-month,70.15,13,Yes
2400-FEQME,Male,0,Yes,Yes,No,Two year,20.5,55,No
2400-XIWIO,Female,0,Yes,Yes,DSL,Two year,90.1,71,No
2402-TAIRZ,Female,0,No,Yes,Fiber optic,One year,80.05,37,No
2403-BCASL,Male,1,Yes,Yes,Fiber optic,One year,111.95,41,Yes
2404-JIBFC,Female,0,Yes,Yes,DSL,Two year,85.1,55,No
2405-LBMUW,Female,0,Yes,No,DSL,One year,50.7,61,No
2408-PSJVE,Male,0,Yes,Yes,DSL,Month-to-month,61.9,44,No
2408-TZMJL,Male,0,Yes,Yes,Fiber optic,One year,110.15,59,Yes
2408-WITXK,Female,1,No,No,DSL,Month-to-month,34.7,10,Yes
2410-CIYFZ,Male,0,No,Yes,No,Month-to-month,20.4,2,No
2418-TPEUN,Female,0,Yes,Yes,No,Two year,19.8,56,No
2419-FSORS,Male,0,Yes,Yes,Fiber optic,Two year,108.4,72,No
2424-WVHPL,Male,1,No,Yes,Fiber optic,Month-to-month,74.7,1,No
2428-HYUNX,Male,1,Yes,Yes,No,Two year,19.35,44,No
2428-ZMCTB,Male,0,No,Yes,No,Month-to-month,19.75,10,No
2429-AYKKO,Male,0,No,Yes,No,Two year,19.85,72,No
2430-RRYUW,Male,0,No,Yes,DSL,One year,54.8,66,No
2430-USGXP,Male,0,Yes,Yes,Fiber optic,Month-to-month,101.05,24,Yes
2432-TFSMK,Male,0,No,Yes,Fiber optic,One year,89.6,18,No
2433-KMEAS,Male,0,No,Yes,DSL,Month-to-month,54.45,22,Yes
2434-EEVDB,Female,0,Yes,Yes,Fiber optic,Two year,94.6,64,No
2436-QBZFP,Female,0,Yes,No,DSL,Month-to-month,39.2,22,No
2439-LYPMQ,Male,1,Yes,Yes,Fiber optic,Month-to-month,102.6,38,No
2439-QKJUL,Male,0,No,Yes,No,Month-to-month,20.25,5,No
2446-BEGGB,Female,1,No,Yes,Fiber optic,Month-to-month,98.25,6,Yes
2446-PLQVO,Male,0,No,Yes,Fiber optic,Month-to-month,70.3,1,Yes
2446-ZKVAF,Male,0,Yes,Yes,DSL,Month-to-month,56.8,18,No
2450-ZKEED,Female,0,No,Yes,DSL,One year,53.8,11,No
2451-YMUXS,Male,1,No,Yes,DSL,Two year,64.55,67,No
2452-KDRRH,Male,1,No,Yes,Fiber optic,Month-to-month,101.4,67,No
2452-MRMZF,Female,1,Yes,Yes,No,Two year,25.7,72,No
2452-SNHFZ,Female,0,No,Yes,Fiber optic,Month-to-month,75.45,47,No
2453-SAFNS,Female,1,No,Yes,DSL,One year,72.1,54,No
2454-RPBRZ,Female,1,Yes,Yes,Fiber optic,Month-to-month,98.1,12,Yes
2455-USLMV,Female,0,No,Yes,Fiber optic,Month-to-month,84.75,31,No
2458-EOMRE,Female,0,No,Yes,DSL,Month-to-month,64.05,11,No
2460-FPSYH,Female,1,No,No,DSL,Month-to-month,55.8,40,Yes
2460-NGXBJ,Male,1,Yes,Yes,Fiber optic,Month-to-month,75.2,11,No
2462-XIIJB,Male,0,No,Yes,Fiber optic,Month-to-month,92.5,5,Yes
2465-BLLEU,Male,0,No,Yes,No,Month-to-month,19.75,1,No
2466-FCCPT,Female,0,Yes,Yes,No,One year,19.7,20,No
2466-NEJOJ,Male,0,Yes,Yes,No,Month-to-month,19.65,8,No
2468-SJFLM,Male,0,No,Yes,Fiber optic,Month-to-month,74.3,1,No
2469-DTSGX,Female,1,No,Yes,Fiber optic,Two year,111.65,72,No
2472-OVKUP,Male,0,Yes,Yes,Fiber optic,Month-to-month,91.0,6,Yes
2474-BRUCM,Male,1,Yes,Yes,Fiber optic,Month-to-month,101.85,40,Yes
2474-LCNUE,Female,0,Yes,Yes,DSL,Month-to-month,73.65,23,No
2475-MROZF,Male,0,No,Yes,Fiber optic,Month-to-month,95.0,30,No
2476-YGEFM,Female,0,No,Yes,Fiber optic,Month-to-month,76.0,29,No
2478-EEWWM,Male,0,Yes,No,DSL,Month-to-month,44.3,59,No
2479-BRAMR,Male,1,Yes,Yes,Fiber optic,Month-to-month,83.75,41,Yes
2480-EJWYP,Female,1,Yes,Yes,Fiber optic,One year,97.8,58,No
2480-JZOSN,Female,0,Yes,Yes,No,Month-to-month,20.65,1,No
2480-SQIOB,Male,0,Yes,Yes,DSL,Month-to-month,44.8,4,No
2481-SBOYW,Female,0,No,Yes,No,Two year,25.0,61,No
2482-CZGBB,Male,0,No,Yes,Fiber optic,Month-to-month,70.0,10,Yes
2483-XSSMZ,Female,0,No,Yes,DSL,One year,47.85,39,No
2484-DGXPZ,Female,0,Yes,Yes,No,Month-to-month,19.55,31,Yes
2485-ITVKB,Female,0,Yes,No,DSL,Month-to-month,35.1,2,Yes
2486-WYVVE,Male,0,Yes,Yes,DSL,One year,79.3,31,No
2495-INZWQ,Male,0,No,No,DSL,Month-to-month,44.55,4,Yes
2495-KZNFB,Female,0,No,Yes,Fiber optic,Month-to-month,90.65,33,No
2495-TTHBQ,Female,0,No,Yes,No,One year,20.4,4,No
2498-XLDZR,Female,0,Yes,Yes,DSL,Two year,73.6,32,No
2499-AJYUA,Female,1,Yes,Yes,Fiber optic,Two year,110.8,72,No
2501-XWWTZ,Male,0,No,Yes,Fiber optic,Month-to-month,70.2,11,No
2504-DSHIH,Male,1,Yes,Yes,Fiber optic,Month-to-month,86.8,23,No
2506-CLAKW,Female,0,No,Yes,Fiber optic,Month-to-month,98.15,6,Yes
2506-TNFCO,Female,1,Yes,Yes,Fiber optic,Month-to-month,69.55,1,Yes
2507-QZPQS,Male,0,No,Yes,Fiber optic,Month-to-month,95.7,15,No
2509-TFPJU,Male,0,Yes,Yes,No,Two year,25.75,72,No
2511-ALLCS,Female,0,Yes,Yes,No,Two year,24.3,35,No
2511-MORQY,Male,0,Yes,Yes,DSL,One year,54.9,50,No
2514-GINMM,Male,0,No,Yes,Fiber optic,Month-to-month,79.5,1,Yes
2516-VQRRV,Female,1,No,Yes,Fiber optic,Month-to-month,75.45,2,Yes
2516-XSJKX,Female,0,Yes,Yes,DSL,Two year,78.45,41,No
2519-ERQOJ,Male,1,No,No,DSL,Month-to-month,54.6,33,No
2519-FAKOD,Male,0,No,Yes,Fiber optic,Month-to-month,99.25,38,Yes
2519-LBNQL,Male,1,Yes,Yes,Fiber optic,One year,104.35,60,No
2519-TWKFS,Male,0,Yes,Yes,DSL,One year,55.1,25,No
2521-NPUZR,Male,0,Yes,Yes,Fiber optic,Two year,101.0,70,No
2522-AHJXR,Male,0,Yes,Yes,Fiber optic,Month-to-month,109.45,60,No
2522-WLNSF,Female,1,Yes,Yes,DSL,One year,64.2,34,No
2523-EWWZL,Female,0,Yes,Yes,Fiber optic,Month-to-month,76.1,27,No
2525-GVKQU,Female,0,No,Yes,No,Two year,20.6,60,No
2528-HFYZX,Male,1,Yes,Yes,Fiber optic,Month-to-month,76.45,17,Yes
2530-ENDWQ,Female,0,Yes,Yes,Fiber optic,Two year,93.7,71,Yes
2530-FMFXO,Male,0,Yes,Yes,Fiber optic,Two year,103.2,56,No
2533-QVMSK,Male,0,Yes,Yes,Fiber optic,Two year,94.1,61,Yes
2533-TIBIX,Male,0,Yes,No,DSL,Month-to-month,30.2,15,No
2535-PBCGC,Female,0,Yes,No,DSL,Two year,64.55,70,No
2538-OIMXF,Female,0,No,No,DSL,Month-to-month,24.7,1,No
2541-YGPKE,Male,0,Yes,Yes,DSL,One year,63.7,42,No
2542-HYGIQ,Female,0,No,Yes,No,Month-to-month,19.95,1,No
2545-EBUPK,Female,1,No,Yes,Fiber optic,Month-to-month,84.05,2,No
2545-LXYVJ,Male,0,Yes,Yes,No,Two year,20.7,72,No
2546-KZAAT,Male,0,Yes,Yes,DSL,One year,75.4,52,No
2550-AEVRU,Female,0,Yes,Yes,DSL,One year,53.45,57,No
2550-QHZGP,Male,0,No,Yes,No,One year,19.5,7,No
2558-BUOZZ,Male,0,No,Yes,Fiber optic,One year,94.8,47,No
2560-PPCHE,Female,0,No,Yes,Fiber optic,One year,105.05,65,No
2560-QTSBS,Female,0,Yes,Yes,No,One year,23.3,72,No
2560-WBWXF,Male,0,No,Yes,No,Two year,24.15,68,No
2565-JSLRY,Male,0,No,Yes,No,Month-to-month,24.05,1,Yes
2568-BRGYX,Male,0,No,Yes,Fiber optic,Month-to-month,70.2,4,Yes
2568-OIADY,Female,0,Yes,Yes,Fiber optic,Month-to-month,99.5,37,Yes
2569-WGERO,Female,0,No,Yes,No,Two year,21.15,72,No
2573-GYRUU,Male,1,Yes,Yes,Fiber optic,Month-to-month,91.05,48,No
2575-GFSOE,Female,0,Yes,Yes,Fiber optic,Month-to-month,69.0,7,Yes
2576-HXMPA,Female,0,No,Yes,No,Month-to-month,19.55,1,No
2577-GVSIL,Male,0,Yes,Yes,DSL,One year,73.45,35,No
2578-JQPHZ,Male,0,No,Yes,Fiber optic,Two year,100.1,44,No
2580-ASVVY,Female,0,Yes,No,DSL,Two year,45.4,37,No
2580-ATZSQ,Female,0,Yes,Yes,DSL,One year,61.35,65,No
2581-VKIRT,Female,0,Yes,Yes,DSL,One year,65.5,59,No
2582-FFFZR,Female,0,No,No,DSL,Month-to-month,50.6,22,No
2585-KTFRE,Male,0,No,Yes,DSL,Month-to-month,70.45,1,No
2586-CWXVV,Male,0,Yes,No,DSL,Month-to-month,30.4,54,No
2587-EKXTS,Male,0,No,Yes,Fiber optic,Month-to-month,111.5,44,No
2587-YNLES,Female,0,Yes,Yes,No,Two year,20.1,6,No
2589-AYCRP,Female,0,No,Yes,No,One year,19.75,50,No
2592-HODOV,Male,0,No,Yes,No,One year,19.3,13,No
2592-SEIFQ,Male,0,No,No,DSL,Month-to-month,24.75,3,Yes
2592-YKDIF,Female,0,No,Yes,No,Month-to-month,20.35,1,No
2595-KIWPV,Male,0,No,Yes,No,Two year,19.7,27,No
2599-CIPQE,Male,0,Yes,Yes,Fiber optic,Two year,109.3,71,No
2599-CZABP,Male,0,Yes,Yes,DSL,One year,44.6,14,No
2603-HVKCG,Male,0,No,Yes,Fiber optic,Month-to-month,101.4,31,No
2604-IJPDU,Female,0,Yes,Yes,Fiber optic,Month-to-month,96.55,20,No
2604-XVDAM,Female,0,No,Yes,DSL,Month-to-month,43.8,12,No
2606-PKWJB,Male,0,No,No,DSL,One year,40.25,40,No
2606-RMDHZ,Male,0,No,No,DSL,Month-to-month,30.5,6,Yes
2607-DHDAK,Male,0,Yes,Yes,No,Two year,19.8,72,No
2607-FBDFF,Male,0,No,Yes,DSL,Month-to-month,49.0,1,No
2608-BHKFN,Female,0,No,Yes,Fiber optic,Month-to-month,70.05,4,Yes
2609-IAICY,Female,0,No,Yes,Fiber optic,Month-to-month,77.15,1,Yes
2612-PHGOX,Male,0,Yes,Yes,DSL,Two year,76.1,64,No
2612-RANWT,Female,0,No,Yes,Fiber optic,Month-to-month,100.15,12,Yes
2612-RRIDN,Male,0,No,Yes,Fiber optic,Month-to-month,81.0,4,Yes
2615-YVMYX,Male,1,Yes,Yes,Fiber optic,Month-to-month,107.5,71,No
2616-FLVQC,Male,0,No,Yes,No,Two year,19.55,64,No
2616-UUTFK,Male,0,Yes,Yes,DSL,Month-to-month,72.75,33,No
2619-WFQWU,Female,0,No,Yes,Fiber optic,Month-to-month,70.15,1,Yes
2621-UDNLU,Female,0,Yes,Yes,No,Month-to-month,20.85,3,No
2623-DRYAM,Female,0,Yes,Yes,Fiber optic,One year,101.75,70,No
2625-TRCZQ,Female,0,Yes,No,DSL,Month-to-month,49.65,51,No
2626-URJFX,Male,0,Yes,Yes,DSL,Month-to-month,50.9,4,Yes
2626-VEEWG,Male,0,Yes,Yes,No,Two year,19.4,67,No
